STRUCTURE_NUMBER_008,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,HISTORY_037,SERVICE_ON_042A,ROUTE_PREFIX_005B,LOCATION_009,FED_AGENCY,LAT_016,LONG_017
000000000000728,1935,1999.0,5,1,3,'100 FT SO COAL VALLEY RD',N,40184605,79561838
000000000000729,1958,2010.0,5,5,3,'500 FT SOUTH OF SR 2032',N,40191059,79562933
000000000000730,1958,2010.0,5,1,3,'AT INT SR 2032',N,40191752,79563237
000000000000731,1939,1981.0,5,1,3,'INTER. OF LEB.CHURCH RD',N,40203006,79575682
000000000000738,1929,1941.0,5,5,3,'AT WHITED STREET',N,40234616,79595298
000000000000739,1941,1992.0,5,5,3,'NEAR EDGEBROOK AVE',N,40240430,80000147
000000000000751,1966,1989.0,5,5,3,'PGH-MCKEES ROCKS LINE',N,40274943,80032595
000000000000753,1900,0.0,5,5,3,'NEAR FLEMING PARK BR.',N,40292210,80044920
000000000000754,1973,0.0,5,1,3,'GROVETON  INTER 79 & 51',N,40301312,80081064
000000000000755,1929,1982.0,5,5,3,'OVER TWP.RD.142',N,40301761,80084075
000000000000761,1962,0.0,5,1,3,'@ YAMAHA / SUZUKI',N,40321390,80114636
000000000000763,1929,0.0,5,5,2,'WEST END CIRCLE',N,40264200,80014800
000000000000765,1900,2007.0,5,5,3,'1200 SW OF W END CIRCLE',N,40263154,80015383
000000000000768,1980,0.0,5,5,3,'THORNBURG BRIDGE',N,40262452,80045869
000000000000776,1949,2009.0,5,1,1,'MONTOUR RUN INTERCHANGE',N,40272913,80111929
000000000000786,1992,0.0,5,1,1,'NEAR MCCLAREN RN RD INTCH',N,40280450,80142794
000000000000787,1992,0.0,5,1,1,'NEAR MCCLAREN RN RD INTCH',N,40280342,80142707
000000000000798,1991,,5,1,3,'1/2 MILE FROM INT 3160',N,40310241,80163288
000000000000801,1968,1988.0,5,1,3,'Fort Duquesne Bridge',N,40264923,80003625
000000000000803,1968,0.0,5,1,3,'REEDSDALE RP. TO RIDGE AV',N,40265556,80005239
000000000000804,1968,2011.0,5,1,3,'Fort Duquesne Bridge',N,40264866,80003619
000000000000806,1968,0.0,5,1,3,'N.B. OVER ALLEGHENY AVE.',N,40265598,80010494
000000000000809,1991,0.0,5,1,3,'TR 65 NB O/FONTELLA ST.',N,40265630,80011568
000000000000813,1968,0.0,5,1,3,'1039 S.B. O/ALLEGHENY AVE',N,40265542,80010520
000000000000815,1991,0.0,5,1,3,'TR 65 SB O/FONTELLA ST.',N,40265555,80011272
000000000000820,1969,2017.0,5,1,3,'19-65 O/BEAV.AVE.TURNRND',N,40272190,80014694
000000000000824,1969,0.0,5,1,3,'TR 19-65 SB OVER RP.H',N,40271600,80014550
000000000000826,1971,2014.0,5,1,3,'SR 65 Marshall Ave. Inter',N,40272890,80014930
000000000000827,1930,2017.0,5,5,3,'Eckert Street Bridge',N,40281788,80021527
000000000000831,1930,2013.0,5,5,3,'North of McKees Rocks Brg',N,40284795,80023913
000000000000832,1984,2014.0,5,5,3,'BELLEVUE OVER JACKS RUN',N,40290080,80025912
000000000000833,1930,2004.0,5,5,3,'.5 MI. SE OF SR 4012',N,40292214,80033084
000000000000834,1930,2004.0,5,5,3,'.3 MI. NW OF SR 4012',N,40293685,80034771
000000000000835,1930,2012.0,5,5,3,'2.5 MI.S.E.OF SR 0079',N,40295667,80041670
000000000000836,1930,2019.0,5,5,3,'1/4 S.E. OF SR 4021',N,40301058,80044437
000000000000837,1930,2014.0,5,5,3,'2 MI.S.E.OF SR 0079',N,40302255,80051198
000000000000840,1931,0.0,5,1,3,'KILBUCK TWP. DIXMONT HOSP',N,40305445,80070685
000000000000843,1975,2010.0,5,1,3,'1/4 MI. S.E. OF SR 0079',N,40310479,80075126
000000000000844,1941,0.0,5,1,3,'@ GLENFIELD I79 INTER-X',N,40310510,80075281
000000000000848,1931,0.0,2,5,3,'1/2 MI. N.W. OF SR 4025',N,40322477,80112347
000000000000849,1937,0.0,5,1,3,'100 S.E. OF SR 4032',N,40332701,80121614
000000000000850,1946,0.0,5,1,3,'0.1 MI NW OF CROSS ST',N,40343941,80132422
000000000000852,1965,0.0,5,1,1,'1/2 MILE SOUTH OF SR0050',N,40202436,80074599
000000000000854,1965,1998.0,5,1,1,'I 79 NB OVER SR 50',N,40212217,80070569
000000000000855,1965,1998.0,5,1,1,'NORTH OF TR50',N,40213124,80070708
000000000000857,1965,1998.0,5,1,1,'I-79 SB OVER SR 50',N,40220000,80073000
000000000000858,1965,1998.0,5,1,1,'500NORTH OF TR 50',N,40213111,80070829
000000000000860,1965,2005.0,5,1,1,'1016NB OVER CHARTIERS CRK',N,40222033,80063364
000000000000861,1965,1985.0,5,1,1,'1016SB OVER CHARTIERS CRK',N,40222139,80063346
000000000000863,1965,2005.0,5,1,1,'500 WEST OF SR 0050',N,40224960,80054984
000000000000864,1965,2006.0,5,1,1,'0.7 MI. S.E. OF SR 3052',N,40225003,80055102
000000000000866,1972,2005.0,5,1,1,'I 79 NB OVER SR 3048',N,40235469,80061717
000000000000867,1972,2005.0,5,1,1,'1/4 MI.SOUTH OF SR 3054',N,40235947,80062036
000000000000868,1972,2006.0,5,1,1,'I 79 SB OVER SR 3048',N,40240000,80060000
000000000000869,1972,2006.0,5,1,1,'.25 MI.SOUTH OF EWING RD',N,40235911,80062161
000000000000875,1973,2005.0,5,1,1,'I-79 NB OVER RAMP B',N,40252385,80062111
000000000000876,1973,2006.0,5,1,1,'I-79 SB OVER RAMP B',N,40251210,80061544
000000000000877,1973,2005.0,5,1,1,'I-79 N.B. OVER 0376 EB-WB',N,40253152,80062197
000000000000879,1973,2006.0,5,1,1,'I-79 NB O/CAMPBELLS RN RD',N,40253813,80062129
000000000000881,1973,2006.0,5,1,1,'SR79 SB OVER  0376 EB-WB',N,40253179,80062307
000000000000882,1973,2006.0,5,1,1,'I-79 SB O/CAMPBELLS RN RD',N,40253848,80062264
000000000000886,1971,1997.0,5,1,1,'I-79 NB OVER SR 0060',N,40270052,80063869
000000000000887,1971,1997.0,5,1,1,'I-79 SB OVER SR 0376',N,40270053,80063989
000000000000889,1971,2001.0,5,1,1,'I 79 NB OVER CLEVER RD',N,40275394,80064155
000000000000890,1971,1982.0,5,1,1,'I-79 SB OVER CLEVER ROAD',N,40275438,80064286
000000000000891,1973,0.0,5,1,1,'I-79 SB1.4 MI N OF SR 60',N,40281104,80065519
000000000000892,1971,0.0,5,1,1,'I-79 NB AT TURN-AROUND',N,40300643,80073678
000000000000894,1974,0.0,5,1,1,'GROVETON-I79 NB OVER TR51',N,40301302,80081398
000000000000895,1972,0.0,5,1,1,'200 FT NORTH OF SR 51',N,40301551,80081508
000000000000896,1974,0.0,5,1,1,'GROVETON-I79 SB OVER SR51',N,40301315,80081530
000000000000897,1976,2010.0,5,1,1,'Neville Island Bridge',N,40302330,80081364
000000000000901,1975,2008.0,5,1,1,'0.4 MILES N OF SR 0065',N,40311892,80075303
000000000000902,1971,2008.0,5,1,1,'SR79 NB OVER GLENFIELD RD',N,40314276,80074481
000000000000903,1971,2008.0,5,1,1,'79 SB OVER GLENFIELD RD',N,40313103,80075143
000000000000905,1971,2008.0,5,1,1,'1 MI.NORTH OF SR 4022',N,40335910,80065260
000000000000907,1970,2008.0,5,1,1,'1 MI.NORTH OF SR4022',N,40335990,80065425
000000000000909,1973,2008.0,5,1,1,'I-79 N.B. OVER I-279 S.B.',N,40351020,80060190
000000000000913,1972,2011.0,5,1,1,'JUST N OF WEXFORD INTERCH',N,40372962,80054743
000000000000914,1972,2011.0,5,1,1,'JUST N OF WEXFORD INTERCH',N,40373050,80054884
000000000000918,1974,2011.0,5,1,1,'SR 0079 NB OVER SR 4052',N,40385884,80054041
000000000000919,1974,2011.0,5,1,1,'OVER SR 4052 (RED BELT)',N,40385881,80054177
000000000000920,1976,0.0,5,1,1,'I-79 NB OVER SR 19',N,40393121,80052901
000000000000922,1976,2009.0,5,1,1,'I-79 NB OVER TURNPIKE',N,40393788,80052673
000000000000923,1975,2009.0,5,1,1,'I-79 SB OVER SR 19',N,40393413,80053171
000000000000924,1976,2009.0,5,1,1,'I-79 SB OVER PA TURNPIKE',N,40394066,80053181
000000000000933,1950,1977.0,5,5,3,'GREENTREE EXIT',N,40251570,80024679
000000000000935,1929,0.0,5,5,3,'1/2 MILE WEST OF TR 48',N,40240599,79464267
000000000000937,1960,2000.0,5,1,3,'0.4 MI W OF BRIDGE STREET',N,40240000,79483000
000000000000938,1965,0.0,5,5,3,'TURTLE CREEK',N,40242274,79493561
000000000000948,1950,0.0,5,1,3,'200 NORTH OF SR 2058',N,40283428,79505417
000000000000952,1988,0.0,5,5,3,'Mon City Bridge',N,40114910,79550430
000000000000957,1915,1936.0,5,1,3,'800FT E OF T636',N,40120762,79514646
000000000000958,1930,0.0,5,1,3,'300FT SW OF SR 2013',N,40121918,79513128
000000000000960,1959,0.0,5,1,3,'@ County Line',N,40130095,79503499
000000000000964,1950,0.0,5,5,3,'200S. OF S.INT.W/SR2037',N,40212773,79495594
000000000000965,1937,2009.0,5,5,3,'150 FT N OF SR2037',N,40213219,79495246
000000000000966,1937,2011.0,5,5,3,'500S.OF N.INTER/W SR2037',N,40213980,79494181
000000000000970,1972,0.0,5,1,1,'200S.W.CAMPBELLS RUN RD.',N,40252245,80061209
000000000000971,1973,0.0,5,6,1,'1000 EAST OF SR 0079',N,40252188,80060892
000000000000975,1952,2016.0,5,1,1,'POC RR BELL&ARCH ST',N,40245400,80050320
000000000000977,1950,2016.0,5,1,1,'OVER SR50 RMPS.E&A RR CK',N,40244566,80044487
000000000000980,1953,2016.0,5,1,1,'BELOW N&W RR TRESTLE',N,40243835,80042447
000000000000988,1952,2016.0,5,1,1,'GREENTREE INTERCHANGE',N,40251250,80030010
000000000000999,1953,1976.0,5,1,1,'@ INT W/ SR 0019',N,40252920,80015057
000000000001006,1952,2015.0,5,1,1,'750 SW FT PITT TUNNELS',N,40254993,80013611
000000000001011,1960,2003.0,5,1,1,'Fort Pitt Bridge',N,40261840,80004333
000000000001014,1958,2000.0,5,1,1,'Fort Pitt Bridge',N,40262383,80003365
000000000001018,1968,2002.0,5,1,1,'Fort Pitt Bridge',N,40262825,80003170
000000000001019,1959,2003.0,5,5,1,'Fort Pitt Bridge',N,40261949,80004176
000000000001020,1958,2002.0,5,1,1,'Fort Pitt Bridge',N,40262284,80003589
000000000001022,1968,2009.0,5,1,1,'Fort Duquesne Bridge',N,40270000,80003000
000000000001023,1959,0.0,5,1,1,'Fort Duquesne Bridge',N,40263902,80003287
000000000001027,1968,1985.0,5,5,1,'Fort Duquesne Bridge',N,40270000,80010000
000000000001028,1985,,5,1,1,'Fort Duquesne Bridge',N,40264733,80003430
000000000001030,1986,2018.0,5,1,1,'Fort Duquesne Bridge',N,40280000,80010000
000000000001032,1986,,5,1,1,'Fort Duquesne Bridge',N,40280000,80010000
000000000001041,1987,2018.0,5,5,5,'301132 OV 1021 2D (3132)',N,40272348,79595323
000000000001042,1987,2018.0,5,5,5,'301133 NORTH SIDE (3133)',N,40272568,79595384
000000000001047,1987,2018.0,5,1,5,'301134 NORTH SIDE (3134)',N,40273083,79595560
000000000001056,1987,0.0,5,1,1,'I-279 OVER SUFFOLK ST.',N,40280805,80000787
000000000001060,1986,0.0,5,5,5,'D11136 OVER I-279',N,40283647,80002727
000000000001062,1986,0.0,5,5,5,'D11137 OVER I-279',N,40285929,80002725
000000000001068,1986,,5,1,1,'McKnight Interchange',N,40293742,80003883
000000000001069,1986,,5,1,1,'McKnight Interchange',N,40293705,80004076
000000000001078,1987,0.0,5,1,1,'OVER HOV LANE @ PARK&RIDE',N,40302108,80015135
000000000001086,1988,2018.0,5,1,1,'OVER SR 4014',N,40311220,80033989
000000000001087,1987,0.0,5,1,1,'AT CAMP HORNE INTERCHANGE',N,40312773,80041071
000000000001088,1988,,5,1,1,'OVER LR 02089',N,40311140,80034055
000000000001089,1988,2018.0,5,1,1,'I-279 NB OVER SR 4021',N,40313011,80041297
000000000001090,1988,2018.0,5,1,1,'I-279 S.B. OVER SR 4021',N,40312999,80041401
000000000001093,1987,0.0,5,1,1,'1000 S.E. OF SR 4022',N,40325514,80050783
000000000001094,1988,0.0,5,1,1,'350 EAST OF SR 4029',N,40330204,80051124
000000000001095,1988,0.0,5,1,1,'300 EAST OF SR 4029',N,40325470,80050910
000000000001097,1988,0.0,5,1,1,'1 MI. S.E. OF SR 0079',N,40343293,80053613
000000000001098,1988,0.0,5,1,1,'1 MI. S.E. OF SR 0079',N,40343148,80053675
000000000001099,1950,1993.0,5,1,3,'OVER SR 0022',N,40253000,79440000
000000000001100,1952,0.0,5,1,3,'AT TR 286 AND TR 22 INT',N,40253000,79440000
000000000001101,1952,0.0,5,1,3,'3200N.E. OF SR 0022',N,40253000,79433000
000000000001102,1950,1977.0,5,1,3,'50S.OF INTER.W/SR 2086',N,40264416,79424968
000000000001103,1950,0.0,5,1,3,'85N.OF INTER.W/SR 2075',N,40271048,79424488
000000000001104,1950,0.0,5,1,3,'1 MILE FROM COUNTY LINE',N,40273240,79422725
000000000001105,1950,0.0,5,1,3,'1/2 MILE FROM COUNTY LINE',N,40281941,79422508
000000000001108,1949,1986.0,2,5,3,'Tarentum Bridge',N,40360440,79452470
000000000001109,1952,1986.0,5,5,3,'Tarentum Bridge',N,40354200,79451200
000000000001111,1952,1986.0,5,1,3,'Tarentum Bridge',N,40354200,79451200
000000000001113,1982,0.0,5,1,3,'@ INTER.W/PLEASANT AVE.',N,40363927,79452353
000000000001116,1953,2003.0,5,1,1,'Fort Pitt Bridge',N,40262150,80003700
000000000001120,1958,2002.0,5,1,1,'Fort Pitt Bridge',N,40262251,80003365
000000000001133,1956,1985.0,5,1,1,'1/4 MI. E.OF LIBERTY BR.',N,40260240,79593844
000000000001137,1953,1984.0,5,1,1,'EB OVER SECOND AVENUE',N,40260600,79590600
000000000001143,1956,1985.0,5,1,1,'BRADY ST',N,40260000,79580000
000000000001145,1956,1985.0,5,1,1,'BRADY ST. INTERCHANGE',N,40260000,79580000
000000000001152,1952,1981.0,5,1,1,'BATES ST. INTERCHANGE',N,40255385,79573256
000000000001153,1952,0.0,5,1,1,'BATES ST. INTERCHANGE',N,40255226,79573015
000000000001157,1951,1981.0,2,1,1,'Frazier Street Bridge',N,40253870,79571210
000000000001159,1951,2007.0,5,1,1,'SALINE STREET BRIDGE',N,40260000,79573000
000000000001163,1952,1981.0,5,1,1,'@ INT W/ FORWARD AVE',N,40254200,79550000
000000000001167,1950,2007.0,2,1,1,'COMMERCIAL STREET BRIDGE',N,40253203,79541829
000000000001170,1951,2007.0,5,1,1,'@ INT W/ S BRADDOCK AVE',N,40253797,79532828
000000000001171,1951,2007.0,5,1,1,'PARKWAY EAST-BRADDOCK AVE',N,40254200,79580000
000000000001173,1951,2008.0,5,1,3,'3/4 MI. WEST OF SR 2051',N,40254702,79530557
000000000001176,1951,2008.0,5,5,3,'EDGEWOOD AVE.O/PARKWAY',N,40254754,79530380
000000000001177,1950,2008.0,5,5,3,'CHESTNUT O/PARKWAY EAST',N,40254200,79530000
000000000001182,1951,2008.0,5,1,1,'PKWY.EAST O/ARDMORE BLVD.',N,40260256,79520821
000000000001183,1950,2008.0,5,1,1,'WILKINSBURG INTERCHANGE',N,40260381,79520662
000000000001185,1950,1971.0,5,1,1,'OVER RAMP G WILKINSBURG',N,40261054,79515692
000000000001188,1955,2008.0,5,1,3,'GREENSBURG PIKE OVER PKWY',N,40270000,79513000
000000000001189,1950,2008.0,5,1,1,'CHURCHILL INTERCHANGE',N,40264316,79505508
000000000001192,1950,2008.0,5,1,1,'CHURCH HILL INTERCHANGE',N,40264423,79504797
000000000001197,1961,1976.0,5,1,1,'376 OVER WB RAMP A',N,40263240,79501740
000000000001198,1962,1976.0,5,1,1,'1/2 MI. N.E. OF SR 2048',N,40262500,79500125
000000000001200,1962,2010.0,5,1,1,'1 MI E OF RODI RD INTER',N,40263256,79490972
000000000001201,1962,2010.0,5,5,3,'JEFFERSON HTS.RD.O/I376',N,40263426,79484964
000000000001204,1962,2009.0,5,1,1,'2.5 MI W OF PA TURNPIKE',N,40263107,79475057
000000000001206,1962,2010.0,5,1,1,'I376 O/OLD WM.PENN HWY.',N,40263801,79464122
000000000001207,1962,2009.0,5,5,3,'GARDEN CITY DR.O/I376',N,40264101,79462339
000000000001208,1962,1976.0,5,1,1,'OVER OLD WM.PENN HIGHWAY',N,40263950,79460458
000000000001212,1962,2010.0,5,1,1,'I 376 E.B.OVER SR 2057',N,40262589,79453778
000000000001216,1962,2009.0,5,1,1,'I 376 W.B.OVER SR 2057',N,40262729,79453773
000000000001217,1960,2008.0,5,1,3,'TR 380 W.B.OVER 7TH AVE',N,40263000,79594800
000000000001219,1962,2013.0,5,1,3,'NEAR US STEEL BLDG',N,40262864,79593402
000000000001222,1986,0.0,5,6,3,'Crosstown Blvd',N,40263492,79593384
000000000001229,1975,2016.0,5,5,3,'1 MI.S.OF BLOOMFIELD BR.',N,40271456,79570198
000000000001230,1913,1986.0,5,5,3,'301008 BAUM BLVD BRDG # 2',N,40271919,79563911
000000000001232,1957,0.0,5,1,3,'50 E. OF PIERSON RUN RD.',N,40283754,79453513
000000000001234,1962,1989.0,5,1,1,'I579 NB.OVER 5TH AVENUE',N,40262049,79593716
000000000001235,1962,2013.0,5,5,3,'CENTER AVE. OVER 1026',N,40260000,79593000
000000000001236,1962,1987.0,5,5,3,'WEBSTER AVE OVER I-579',N,40260000,79593000
000000000001237,1962,1988.0,5,1,1,'I579 SB.OVER 5TH AVENUE',N,40262078,79593758
000000000001240,1962,1988.0,5,1,1,'579 SB.OVER RAMP D',N,40262969,79593329
000000000001241,1986,,5,1,1,'Veterans Bridge',N,40265265,79592793
000000000001244,1986,2012.0,5,1,1,'Veterans Bridge',N,40265954,79593627
000000000001245,1986,0.0,5,1,1,'Veterans Bridge',N,40264739,79592596
000000000001248,1988,,5,1,1,'Vets Bridge N. Appr',N,40271065,79594702
000000000001254,1988,0.0,5,1,1,'Veterans Bridge',N,40270831,79594677
000000000001266,1952,0.0,5,1,3,'100 FT NE OF SR 3021',N,40153254,79545459
000000000001268,1935,0.0,5,5,3,'0.5 MI S OF 885',N,40181544,79525459
000000000001277,1928,1983.0,5,5,3,'UNION RR YARD',N,40224254,79510829
000000000001278,1951,1977.0,5,5,3,'KENNYWOOD PARK',N,40230462,79514173
000000000001280,1940,0.0,5,1,3,'AT US STEEL PLANT',N,40242832,79533185
000000000001283,1966,2017.0,5,1,3,'Homestead Interchange',N,40233488,79555552
000000000001286,1966,2017.0,5,1,3,'Homestead Interchange',N,40241860,79530722
000000000001294,1991,0.0,5,5,3,'@ SOUTH END / WEST END BR',N,40263861,80014072
000000000001302,1963,2011.0,5,1,3,'1/2 MI. N.W.OF SR2045',N,40230476,79555828
000000000001304,1963,2011.0,5,1,3,'AT GLENWOOD INTERCHANGE',N,40232277,79560276
000000000001307,1967,2017.0,5,1,3,'AT GLENWOOD INTERCHANGE',N,40233028,79560429
000000000001309,1967,2017.0,5,1,3,'GLENWOOD INTERCHANGE',N,40233571,79560539
000000000001310,1966,2000.0,3,5,3,'MA08   GLENWOOD BRIDGE',N,40235218,79560821
000000000001320,1928,1985.0,2,5,3,'Birmingham Bridge',N,40260000,79580000
000000000001321,1952,1984.0,5,1,3,'Birmingham Bridge',N,40260000,79580000
000000000001322,1950,0.0,5,1,3,'Blvd of The Allies Bluffs',N,40261116,79583083
000000000001324,1950,2001.0,5,1,3,'Blvd of The Allies Bluffs',N,40260618,79591068
000000000001325,1981,2020.0,5,1,3,'300EAST OF LIBERTY BRIDG',N,40262400,80001800
000000000001331,1940,0.0,5,1,3,'@ INTER. W/ TWP. RD. 828',N,40375248,79591601
000000000001333,1966,2007.0,5,1,3,'150 EAST OF SR 0008',N,40380329,79562125
000000000001335,1966,0.0,5,1,3,'500FT W OF OAK RD',N,40370601,79541874
000000000001337,1957,0.0,5,1,3,'1/2 MI WEST SR 1022',N,40364609,79540181
000000000001338,1960,2010.0,5,1,3,'200 SOUTH OF SR 1024',N,40363948,79534039
000000000001340,1955,0.0,5,1,3,'150N.W.CEDAR RUN RD.',N,40351870,79531021
000000000001343,1970,2010.0,5,1,3,'3/4 MI.NE OF SR 0028',N,40324422,79500889
000000000001348,1929,2009.0,5,1,3,'539 NORTH OF SR 3026',N,40205889,80095213
000000000001349,1925,0.0,5,5,3,'@ INTERS.W\SR 3048',N,40235113,80110607
000000000001350,1942,1985.0,5,5,3,'2000N.W.OF SR 3048',N,40240680,80111928
000000000001351,1953,0.0,5,1,3,'200 WEST OF SR 3063',N,40243470,80113498
000000000001353,1943,0.0,5,1,3,'300 FT N OF SR 3108',N,40251385,80123932
000000000001355,1955,2012.0,5,5,3,'AT ETNA INTERCHANGE',N,40294530,79562536
000000000001358,1927,2018.0,5,5,3,'NEAR HIGHLAND PARK BRIDGE',N,40293535,79544318
000000000001366,1928,2012.0,5,5,3,'HARMAR OVER BARGE BASIN',N,40315467,79505262
000000000001367,1970,2000.0,5,5,3,'300S. INTERSECT W/TR 910',N,40321148,79502600
000000000001369,1920,0.0,5,5,3,'0.5 MI E OF PILLOW AVE',N,40322742,79473849
000000000001374,1895,0.0,5,5,3,'AT APPRCH TO TARENTUM BR',N,40360604,79452909
000000000001376,1965,1995.0,5,1,3,'70 PAR S.B.OVER 1037 N.B.',N,40292688,79523253
000000000001377,1965,1995.0,5,1,3,'@ INT W/ SR 28 & FREEPORT',N,40292569,79521831
000000000001378,1960,0.0,5,5,3,'0.5 NE OF MAIN STREET',N,40295772,79552878
000000000001380,1940,1988.0,2,5,3,'Highland Park Bridge',N,40290990,79544840
000000000001384,1938,1987.0,5,5,3,'Highland Park Bridge',N,40293387,79543647
000000000001387,1915,0.0,1,1,3,'SHALER TWP.OVER PINE CR.',N,40324192,79574533
000000000001402,1936,0.0,5,1,3,'1 1/2 MI.N. OF SR 0028',N,40325992,79512968
000000000001407,1939,2014.0,5,1,3,'.2 MI. N./OHARA TWP. LINE',N,40321597,79551152
000000000001417,1970,2020.0,5,5,3,'0.7 MI. N.E.OF TURNPIKE',N,40331845,79484311
000000000001421,1970,2008.0,5,1,3,'1/4 MI. N.E. OF SR 0076',N,40330000,79491200
000000000001426,1939,2020.0,5,5,3,'1 MI.NORTH OF SR 1016',N,40353090,79495085
000000000001429,1940,0.0,5,5,3,'WEST DEER @ ORANGE BELT X',N,40370149,79500148
000000000001432,1962,2019.0,5,1,3,'300S.W.OF TWP.RD.650',N,40345565,79514616
000000000001433,1959,0.0,5,1,3,'1/2 MI.WEST OF TWP.RD.662',N,40342802,79505206
000000000001436,1974,2019.0,5,1,3,'50 NORTH OF SR 1014',N,40341720,79472597
000000000001439,1953,2006.0,5,1,3,'0.7 MI N OF BAILEYS RUN R',N,40364900,79471497
000000000001440,1954,2006.0,5,1,3,'OFF BAILEY RUN RD.',N,40360558,79464451
000000000001447,1984,2019.0,5,1,3,'3/4 MI SE OF SR 1032',N,40372307,79442936
000000000001448,1972,0.0,5,1,3,'1/4 MI. S.W. OF SR 1032',N,40374413,79440233
000000000001454,1934,2012.0,5,1,3,'200 NORTHWEST OF SR 1034',N,40390241,79475245
000000000001459,1900,0.0,5,1,3,'@ INTER.W/TWP.RD.701',N,40400118,79440659
000000000001464,1970,2011.0,5,1,3,'300 SE OF SR 0028',N,40375125,79435087
000000000001465,1915,0.0,5,1,3,'1850 N.E. OF SR 1034',N,40383792,79460478
000000000001468,1982,0.0,5,1,3,'1200 N.W. OF SR 1033',N,40382983,79462845
000000000001469,1930,1960.0,5,1,3,'150 S.E. OF SR 1033',N,40382163,79461620
000000000001472,1922,0.0,5,1,3,'2800 NORTH TWP. RD. 772',N,40374987,79454847
000000000001475,1927,1989.0,2,5,3,'New Kensington Bridge',N,40334900,79462730
000000000001477,1983,0.0,5,1,3,'NEAR TARENTUM INTERCHANGE',N,40362726,79454766
000000000001484,1905,0.0,5,1,3,'NEAR LOVEDALE RD',N,40164665,79522826
000000000001497,1949,0.0,5,1,3,'3/4 MI. NORTH OF SR 0136',N,40120904,79530690
000000000001503,1972,0.0,5,1,3,'238S.W.OF PORTVUE RD',N,40170373,79504158
000000000001507,1926,0.0,5,1,3,'564NORTH OF SR 0136',N,40122844,79512863
000000000001508,1952,0.0,5,1,3,'1600NORTH OF SR 0136',N,40123786,79513268
000000000001511,1936,0.0,5,1,3,'.2 MI SW OF SR 2017',N,40161189,79480004
000000000001512,1962,0.0,5,1,3,'1 MI.NORTH OF SR0136',N,40134102,79491703
000000000001515,1930,0.0,5,1,3,'1000N.E.OF INTER.W/685',N,40135042,79491089
000000000001516,1940,0.0,5,1,3,'@INTER.W/ROUND HILL RD',N,40141746,79490161
000000000001521,1938,0.0,5,5,3,'AT WILDCAT ROAD',N,40163558,79481711
000000000001522,1981,0.0,5,1,3,'NEAR WILDCAT ROAD',N,40163986,79482243
000000000001525,1986,0.0,5,1,3,'NEAR WESTMORELAND CO.',N,40143254,79482272
000000000001532,1987,0.0,5,1,3,'1 MI  N OF ELIZABETH BR.',N,40164959,79542354
000000000001535,1940,1960.0,5,5,3,'237 FT E OF SR 0048',N,40201326,79482970
000000000001547,1974,2010.0,5,5,3,'TriBoro Expressway',N,40234140,79501258
000000000001549,1974,2010.0,5,1,3,'TriBoro Expressway',N,40234322,79501327
000000000001552,1987,2013.0,5,5,3,'CLAIRTON-GLASSPORT BRIDGE',N,40183650,79532728
000000000001555,1920,1950.0,5,5,3,'1 1/2 MILES WEST OF SR 51',N,40195186,79591217
000000000001558,1951,0.0,5,5,3,'DRAVOSBURG O/MAPLE AVE',N,40205219,79532689
000000000001559,1960,0.0,5,5,3,'0.5 MI NW OF SR 0837',N,40210402,79534633
000000000001565,1936,0.0,5,1,3,'200 YDS.N.E./DOYLE RD.',N,40213098,79571524
000000000001574,1941,1978.0,5,5,2,'OVER SR 2053',N,40260065,79491421
000000000001575,1942,1989.0,5,5,2,'HALL STATION BRIDGE',N,40255130,79481668
000000000001581,1950,2008.0,5,5,3,'BRINTON RD.OVER 376 EB WB',N,40254692,79523106
000000000001582,1951,0.0,5,1,3,'OVER THOMPSON RUN',N,40220016,79532542
000000000001583,1967,0.0,5,1,3,'@ INTER W/ THOMPSON RN RD',N,40252227,79485248
000000000001585,1961,0.0,5,1,3,'500 SW OF INTER./SR 0022',N,40253552,79432831
000000000001590,1974,0.0,5,1,3,'@ INTER. W/ SR 0130',N,40283160,79505516
000000000001596,1906,0.0,5,1,3,'150 WEST OF SR 2065',N,40265525,79474793
000000000001608,1959,0.0,5,1,3,'350 NW PIERSON RUN RD.',N,40271788,79440478
000000000001609,1974,0.0,5,1,3,'300 EAST OF SR 0286',N,40264487,79424502
000000000001612,1931,0.0,5,1,3,'300 NORTHEAST OF SR 0130',N,40290830,79512170
000000000001614,1939,1989.0,5,5,3,'1/4 MI. SOUTH OF SR 2080',N,40303262,79503359
000000000001615,1937,0.0,5,5,3,'500 SOUTH OF SR 2080',N,40304093,79503614
000000000001618,1984,0.0,5,1,3,'@ INTERSECTION W/ SR 0286',N,40270256,79424753
000000000001622,1985,0.0,5,1,3,'ABOUT 1/4 MI. NW OF 2076',N,40295741,79452181
000000000001624,1941,0.0,5,1,3,'100S.E.OF INTER.W/2086',N,40301585,79454588
000000000001627,1949,2019.0,5,5,3,'@ WESTMORELAND CO.LINE',N,40330091,79452949
000000000001628,1900,0.0,5,1,3,'@ INT W/ SR 2075',N,40294761,79451225
000000000001629,1936,2006.0,5,1,3,'1 MI. S.W. OF SR 2088',N,40303504,79440850
